Address,Reward Address1,Reward Address2,Commonwealth Report link,Github issue,Timestamp,Allocation
0x023238f8dce39fbbeeb541bfd70880ac77431030,0x2aea0318a57b5e34c48cb8178313979195175ac7,,https://commonwealth.im/layerzero/discussion/19574,,2024-05-28 06:37:10+00:00,1.4742872399
0xb459f796ded0dfe56e04986658eb69522ff77043,0x2aea0318a57b5e34c48cb8178313979195175ac7,,https://commonwealth.im/layerzero/discussion/19574,,2024-05-28 06:37:10+00:00,1.4743497222000002
0x14f1eda6ee7f95b4e4eacc133728e45a74683a38,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4745427918000005
0xd8b3dfc65c6d1d5421e2fc77c1a837f15c93ce4d,0x1341f8866a69bd7d7ae0c97b4e3a4fd97fe6442b,,https://commonwealth.im/layerzero/discussion/20707,,2024-05-28 14:09:14+00:00,1.4747333215
0x714f2622d7b9c8d4e385c1e5f65ace6c3ab90e73,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4747429971
0xb7c244f03c9e425249db06a5190469ce95013655,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/18816,,2024-05-28 05:03:37+00:00,1.4748514454
0x4696b14eb3a633f542f86bf52b830018ccc05d30,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4750087459
0x41ce4750b49e9c38c6232d4fd769cfe2d2e301b6,0xaffcc65f9bbc9d9ffd6517ae74572d00b0273d7c,,https://commonwealth.im/layerzero/discussion/20038,,2024-05-28 09:38:32+00:00,1.4750310811
0x460b17cea7393210d88247a3903e396f387e9ef5,0x0a009ef3727edacb597eaffe89851beee9901359,,https://commonwealth.im/layerzero/discussion/21151,,2024-05-28 15:13:55+00:00,1.4750606548
0xf2f504210c6965de19e759cb07247e28f3b7e7d5,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4750798368
0xa7ecfebe6210e60e7cc668a1da86bf78c0eef212,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19011,,2024-05-28 05:24:50+00:00,1.4752840878000002
0x5ae99bf855b3c5207cb90cdf5eed5456a7c87ef1,0x000002f8611c59a4d3ee714ad579171c55b00d34,,https://commonwealth.im/layerzero/discussion/20021,,2024-05-28 09:31:32+00:00,1.4754747968000002
0x1ee686b9825d48161ed2fa9687358f263069ba95,0x0a009ef3727edacb597eaffe89851beee9901359,,https://commonwealth.im/layerzero/discussion/21284,,2024-05-28 15:37:02+00:00,1.4755051806
0xabb5e596b120065504b7952a3d3afe7c0de6ca57,0x6666666a8a81a973974912dd39e975df63ea4b61,,https://commonwealth.im/layerzero/discussion/19380,issue #6006,2024-05-18 11:03:39+00:00,1.4755753365000002
0xb4868b23ecdc458b830265bf5ddf1feea892b2dd,0x59d87accb2f0fc4c3e6bfdc1cbe4f9332a0a2fc0,,https://commonwealth.im/layerzero/discussion/18734,issue #2441,2024-05-18 03:06:13+00:00,1.4755992175
0x692c036582ce9213c7561ad26adfe77c09c806a8,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4756110308
0x0a97aaf5c5dbc3728d86c26cdb8410fe1a25d550,0x0a009ef3727edacb597eaffe89851beee9901359,,https://commonwealth.im/layerzero/discussion/21263,,2024-05-28 15:33:38+00:00,1.4758143833
0x7536df5669e64a650dd787499ba567836ce79be1,0x5b6a25010a1740179efd8756bbabc8131d73a4cb,,https://commonwealth.im/layerzero/discussion/18718,,2024-05-28 04:45:47+00:00,1.4758233034
0x5a853e395a6f3cc73927c5359bf5e3caaa471967,0x1341f8866a69bd7d7ae0c97b4e3a4fd97fe6442b,,https://commonwealth.im/layerzero/discussion/20707,,2024-05-28 14:09:14+00:00,1.4759866249
0x14aaf78d78d365ec26d1aed7b3a9055bd4ee7941,0xf230daae38627c46367334a7494dc37861b4d3ef,,https://commonwealth.im/layerzero/discussion/17838,,2024-05-28 00:38:26+00:00,1.4759867366
0x6540a98f1e128850706bc9b52e539938b2255d2a,0xdc157b5bf8aac5e58fe881f1cf77f6b7e0a7d1d1,,https://commonwealth.im/layerzero/discussion/19668,,2024-05-28 06:53:02+00:00,1.4760757198
0xd2f4ba849886f1d0cd088a5250bcc544e13ef5e2,0x5cbfe7841c6a3823bccce061e875ac234f63a6ef,,https://commonwealth.im/layerzero/discussion/19684,,2024-05-28 06:56:08+00:00,1.476130311
0xfd0342e88481d02a2c0327e56d84702365fa08c8,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4763114148
0xfa385aa6c1e59262a4d6563d213b30cb685c62fa,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4764550927000002
0x412dc7f7187bd5d32bd2465d17c6e937775edd32,0xd6b8362638de3913c39939398ee84273f0ad2ece,,https://commonwealth.im/layerzero/discussion/17884,,2024-05-28 00:59:09+00:00,1.476679645
0x53915c78efe8f5cd6378a6f1a23bfa0ce4bf094e,0x88d1685653d7731260a9db3e37d213fead2a5df4,,https://commonwealth.im/layerzero/discussion/22676,,2024-05-29 23:03:00+00:00,1.476746029
0x2e9414cb0ab7b673e4e346af2263ad2f78e04a5e,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19112,,2024-05-28 05:37:17+00:00,1.4769214527
0x889da62cda511b6f37852df2d538e52f796a349e,0x0a009ef3727edacb597eaffe89851beee9901359,,https://commonwealth.im/layerzero/discussion/21230,,2024-05-28 15:27:04+00:00,1.4769746855
0x6e41f5876b42c2f638d14f0d303e81faaea44c4b,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.477049392
0x3a98d9d906d3c0261ea8bfc3376993e456183d4e,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/18698,,2024-05-28 02:27:36+00:00,1.4771500803000002
0x934669e14dc562587288a76a8b157bff50d5c799,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4772358188
0x3483341f21fa3abd949dbb91450ad2b45cedf08c,0x052b921767176d2379164ed77197d904400c40b1,,https://commonwealth.im/layerzero/discussion/18099,,2024-05-28 01:23:01+00:00,1.4773132467
0xc69f29b351cc6d38933da015d879c5ec8b75f6fc,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4773433697
0xfaa1d83d8efc9c9c887286209f27240c83a14d0d,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/18698,,2024-05-28 02:27:36+00:00,1.4773602435000002
0x34b3022a3628e84eed6d677831ff6d07b489cf8f,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4774503193
0x25cae5273e59468cb98a06111cdb38ce192b5761,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.477539605
0xa09c5a36aa32e8581f721033591afeaef6c60a79,0x5b6a25010a1740179efd8756bbabc8131d73a4cb,,https://commonwealth.im/layerzero/discussion/18718,,2024-05-28 04:45:47+00:00,1.4776009361
0xc8311bc66a7143232b177e550b6656e1ee10872c,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4776394803
0x89d721e38f3dc374b1ce616880570bac33946035,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4776434197
0x4ce0e472c99fff48764458cd4798f9f8e976aa72,0x5cbfe7841c6a3823bccce061e875ac234f63a6ef,,https://commonwealth.im/layerzero/discussion/19684,,2024-05-28 06:56:08+00:00,1.4776501616
0x6f7416b3291d4574087f136b400e8db0ce785b0e,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4777541277
0x92c0b814c6e0f909e1b6639442acc0cda23313aa,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4778824451
0xe2f40ba375eec950064b003f2902209192be72a3,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/18698,,2024-05-28 02:27:36+00:00,1.4780122929
0xc250d7dcc35e60fa7b5d0149791de0d3381f28b7,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4780490104
0x3aeced820665cc773f0b57cb72581e3a8046185f,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4780633849000002
0x1995f2f554fe34d5a467fd48fdc2029005226929,0xd6b8362638de3913c39939398ee84273f0ad2ece,,https://commonwealth.im/layerzero/discussion/17884,,2024-05-28 00:59:09+00:00,1.4780824297
0x9dcf58209fc41b52ca557a25552f34cab5926ec0,0xec554c6a97fa5e19b844de93e1bc127931400dd3,,https://commonwealth.im/layerzero/discussion/17856,issue #7535,2024-05-18 14:04:31+00:00,1.4781056418
0x1360421d3aeb1069a8a178914159b614623b6cf7,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4781283227
0x14361010fef2b2ad03b36c63bc333b9cb8934559,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4782064713
0xd440b28548de7c1e5e8b7618477409fcd98a81cc,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4783156216000002
0xa903003119ea0342c4020d36c829adfbca417998,0x62e45bef48a910ab0abf2fde66471ee199383f93,,https://commonwealth.im/layerzero/discussion/19404,issue #1973,2024-05-18 02:48:45+00:00,1.4785279364
0xcbcf2ca2e2a43366f0253dd094356a36d040ae24,0x128cbdaa4dfaf34e396b95886f729d449ac89854,,https://commonwealth.im/layerzero/discussion/17956,,2024-05-28 01:12:57+00:00,1.4785457414
0x6a9fbceadc8bb025a727db3804badb50e6810271,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x6a3524814960359abebfc75ee4ede2e096235cc6,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19204,,2024-05-28 05:45:17+00:00,1.4786605052
0x6d417b93c2a2a9bdac2388467f7628ca740bb107,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x628eb4dcf91392f4a937412080488aa91332cc63,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x6fd48fd8a75ee75ac0d3751db3a43e5baf502563,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x640f2ac5c116cedd0100a0ed76c9f782b13500cb,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xb6ce244e17c32a004d626613c8c80321b71cf22b,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x723d958fa95d8167adca8e918948b7754dfc7e60,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19251,,2024-05-28 05:47:58+00:00,1.4786605052
0xfce944f248e38bbb661d125e25c3dc5759c1d245,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x7405c5eea0bfaa0a44c190b499e33b2084437451,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xaadde59141b19112321807e97af460151db60213,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xaaa4a1a55b91a194f73abaf142da4a7e824fcbaa,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19161,,2024-05-28 05:41:12+00:00,1.4786605052
0xd76c60f2150be6434dc20b770ff4669437ca474c,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0xba31412324f52f73b09b78cad403fc8bd8a15e38,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x28a44cb39d9c2006d8d0ebccd239471e37449320,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x760299f6bcf693b28296b72cc2bf403656b0065e,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xeacda8ea3886dd278b0ffae3066b8b749d3120cf,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x088c7d1a4f6e129bc0586d7cc5974e55c53567b5,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xa73b2a087ee09427aef585a98f7a1f03c57e8fe0,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xeb5c8d9d14075a70fe9df25a6958870cb50bd2c8,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0xa32037921db9cf7721970ca654656ee0efe40ec9,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0xee02157228e37b3cd7f26888c2aac4743386c56e,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x24900cbea8eff8d8c10256c04d2cfada76689c7a,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xc5bebba54dfcfc7ba97ad03fba1a1062fc14abf7,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xf02187ce7eca189d1f326974a70f683274fa5541,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xbe572e06272ae80ba938a1f1b733a866a4a38e93,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xbf13580140ccf300f7c4058e9e80f0435e0388aa,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x2d59b37569a38c93f7f91013fa2c35817b9d1fec,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xe55b69cdab8f5ad3cc5f081cbb88b054bdf1a710,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xf63fe6f020f947d7973c38a0fa66654506d67daf,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19161,,2024-05-28 05:41:12+00:00,1.4786605052
0xf6b3f3c76352fe03ed749cf3476ba57ae3d38452,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0xe90ef2a027da10e4491dfab58971ae0a0f93cab5,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x1df019b07fc02ca3ebfc0e0e0ee8adb1da879e03,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x0b7b2c8958b1202973b1508e496f4771f44ff0e0,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0xfa60307c634296e20062cce92a87073316f8c7de,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x7e10e5a8d5ec8bd771e7163c32abed159c3199db,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x2f9877f33ad0f2418a064f1c7a86897d92bacb1d,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x7c59e525b955ddd1fae39c42726a42ad786e9406,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x40567e37c3b258df4de3551548f272483dad82d0,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0xcb2a3702a19037e326d90e142d89a61e60acd966,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x98481287e5156c2d150433305ae94ecaaeca8b99,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x98e70fd570e1e8dbada2b7909098317f537cfa5d,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x98f08ff084ce6120e6293afba04ec6426c4b4ba5,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x9adfff87515a7199ae3d8672050165191edc3c5c,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x311f2d7142108f1c10a970228f32c58184a85d29,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x435aaa77a104f5669ded138c5375998ece68927a,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x455318af417a303913f4b27c1ba591de75c2de81,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x45cf686c6ea96580869c7a85fe3227333532ffce,0x7dc0a1da4342b50fb5af712f74aad07f3d94db7b,,https://commonwealth.im/layerzero/discussion/19274,,2024-05-28 05:49:16+00:00,1.4786605052
0x49c6b0e0d9414739f40e010b6a04a824d332cf7a,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x49db7f6a01ee2642519cd0f08124d9bbb28ea14f,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x50947c5eddaf75a3ab7cac3cb9c0a29a7ee02d1a,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x1036fe843509153485d56a96d08932f1ac579e20,0x84116e3736b16f949d149a5dcd0664c772888888,,https://commonwealth.im/layerzero/discussion/17974,,2024-05-28 01:14:44+00:00,1.4786605052
0x110cc5f6b5cb370341bb527dae1a5957721405e1,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x3d2dc7fbbbc2a2a4ec1c83aa8a03ff504a3ac6de,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x3b8cb5e3cfb2b9922c6ce69636fdfd51384e3ad5,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x3a99a51a060b16f44faf8e4b261fcc4a0ad1f655,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,issue #34,2024-05-18 02:00:32+00:00,1.4786605052
0x95315efd0c6329944f6432849ad9cf4b03ea5b6b,0xef24bc71dc2fb9834d56fbe3950cf73516bfb5a9,,https://commonwealth.im/layerzero/discussion/21589,,2024-05-28 17:00:51+00:00,1.4787326002
0x63f191e622a8a6f2bf38872c075a7445ec11872d,0x6666666a8a81a973974912dd39e975df63ea4b61,,https://commonwealth.im/layerzero/discussion/19380,issue #6006,2024-05-18 11:03:39+00:00,1.4787912479
0xe3f32ac41bd9b7a7363a1ce4a192a492220e1c49,0x2aea0318a57b5e34c48cb8178313979195175ac7,,https://commonwealth.im/layerzero/discussion/19574,,2024-05-28 06:37:10+00:00,1.4788649071000002
0xb9b878c0a74c0894b191b193361233ce40da6ec2,0x232558012ffded17ffb916e409750b7a938ab397,,https://commonwealth.im/layerzero/discussion/22601,,2024-05-29 21:02:01+00:00,1.4788782324
